time [s],voltage [V],current [A],temperature_A [K],temperature_B [K],setpoint [K]
208.73242688179016,+3.38561500E+00,+1.597341E-03,279.27,269.9,279.26,";
"
209.37232089042664,+3.38560600E+00,+1.597340E-03,279.27,269.89,279.25,";
"
210.01239824295044,+3.38560300E+00,+1.597327E-03,279.27,269.89,279.25,";
"
210.6523985862732,+3.38559500E+00,+1.597336E-03,279.27,269.89,279.25,";
"
211.30136489868164,+3.38559700E+00,+1.597333E-03,279.26,269.89,279.25,";
"
211.93245935440063,+3.38559500E+00,+1.597333E-03,279.26,269.89,279.25,";
"
212.571608543396,+3.38559200E+00,+1.597332E-03,279.26,269.89,279.25,";
"
213.21257758140564,+3.38559200E+00,+1.597321E-03,279.26,269.89,279.25,";
"
213.85545921325684,+3.38558900E+00,+1.597330E-03,279.26,269.89,279.25,";
"
214.50202584266663,+3.38558300E+00,+1.597329E-03,279.26,269.89,279.25,";
"
215.13423323631287,+3.38558000E+00,+1.597339E-03,279.26,269.89,279.25,";
"
215.75247931480408,+3.38557400E+00,+1.597326E-03,279.26,269.89,279.24,";
"
216.40312480926514,+3.38558000E+00,+1.597325E-03,279.26,269.88,279.24,";
"
217.03394556045532,+3.38557100E+00,+1.597322E-03,279.25,269.88,279.24,";
"
217.6745204925537,+3.38556800E+00,+1.597323E-03,279.25,269.88,279.24,";
"
218.3137595653534,+3.38556300E+00,+1.597331E-03,279.25,269.88,279.24,";
"
218.95278406143188,+3.38555700E+00,+1.597320E-03,279.25,269.88,279.24,";
"
219.60427856445312,+3.38556000E+00,+1.597318E-03,279.25,269.88,279.24,";
"
220.41377115249634,+3.38554800E+00,+1.597316E-03,279.25,269.88,279.24,";
"
221.43340682983398,+3.38555100E+00,+1.597302E-03,279.25,269.88,279.23,";
"
222.45375847816467,+3.38553900E+00,+1.597311E-03,279.24,269.87,279.23,";
"
223.47373747825623,+3.38554200E+00,+1.597310E-03,279.24,269.87,279.23,";
"
224.1003806591034,+3.38553600E+00,+1.597307E-03,279.24,269.87,279.23,";
"
224.73374438285828,+3.38553900E+00,+1.597306E-03,279.24,269.87,279.23,";
"
225.37335586547852,+3.38553100E+00,+1.597305E-03,279.24,269.87,279.23,";
"
226.0138726234436,+3.38553100E+00,+1.597294E-03,279.24,269.87,279.23,";
"
226.6534059047699,+3.38552800E+00,+1.597302E-03,279.24,269.87,279.23,";
"
227.30031418800354,+3.38552500E+00,+1.597301E-03,279.24,269.87,279.22,";
"
227.93246603012085,+3.38551300E+00,+1.597299E-03,279.24,269.87,279.22,";
"
228.57243609428406,+3.38551900E+00,+1.597298E-03,279.23,269.87,279.22,";
"
229.21330285072327,+3.38550700E+00,+1.597288E-03,279.23,269.87,279.22,";
"
229.85329151153564,+3.38551000E+00,+1.597297E-03,279.23,269.86,279.22,";
"
230.50060772895813,+3.38550700E+00,+1.597295E-03,279.23,269.86,279.22,";
"
231.13180875778198,+3.38550700E+00,+1.597294E-03,279.23,269.86,279.22,";
"
231.7728021144867,+3.38550700E+00,+1.597291E-03,279.23,269.86,279.22,";
"
232.41156697273254,+3.38549900E+00,+1.597282E-03,279.23,269.86,279.22,";
"
233.05177068710327,+3.38549600E+00,+1.597287E-03,279.23,269.86,279.22,";
"
233.71247553825378,+3.38549900E+00,+1.597292E-03,279.23,269.86,279.21,";
"
234.35246634483337,+3.38549600E+00,+1.597285E-03,279.22,269.86,279.21,";
"
235.00239849090576,+3.38548700E+00,+1.597284E-03,279.22,269.86,279.21,";
"
235.63287377357483,+3.38548100E+00,+1.597274E-03,279.22,269.86,279.21,";
"
236.27137565612793,+3.38548100E+00,+1.597281E-03,279.22,269.85,279.21,";
"
236.91451501846313,+3.38547800E+00,+1.597280E-03,279.22,269.85,279.21,";
"
237.55172562599182,+3.38547500E+00,+1.597278E-03,279.22,269.85,279.21,";
"
238.2015986442566,+3.38547200E+00,+1.597277E-03,279.22,269.85,279.21,";
"
238.83281087875366,+3.38547000E+00,+1.597267E-03,279.22,269.85,279.21,";
"
239.47324752807617,+3.38546100E+00,+1.597277E-03,279.22,269.85,279.2,";
"
240.11278629302979,+3.38546400E+00,+1.597274E-03,279.21,269.85,279.2,";
"
240.7532365322113,+3.38546100E+00,+1.597272E-03,279.21,269.85,279.2,";
"
241.40247321128845,+3.38546400E+00,+1.597271E-03,279.21,269.85,279.2,";
"
242.03177785873413,+3.38545500E+00,+1.597259E-03,279.21,269.85,279.2,";
"
242.67374300956726,+3.38546100E+00,+1.597267E-03,279.21,269.84,279.2,";
"
243.31355476379395,+3.38544600E+00,+1.597266E-03,279.21,269.84,279.2,";
"
243.95169711112976,+3.38544600E+00,+1.597264E-03,279.21,269.84,279.2,";
"
244.60245203971863,+3.38544300E+00,+1.597262E-03,279.21,269.84,279.2,";
"
245.2338948249817,+3.38544900E+00,+1.597251E-03,279.21,269.84,279.2,";
"
245.87316179275513,+3.38543200E+00,+1.597259E-03,279.2,269.84,279.19,";
"
246.51458716392517,+3.38543200E+00,+1.597259E-03,279.2,269.84,279.19,";
"
247.1389446258545,+3.38542300E+00,+1.597266E-03,279.2,269.84,279.19,";
"
247.77448558807373,+3.38542300E+00,+1.597255E-03,279.2,269.84,279.19,";
"
248.41393423080444,+3.38542300E+00,+1.597254E-03,279.2,269.84,279.19,";
"
249.05399775505066,+3.38542000E+00,+1.597254E-03,279.2,269.84,279.19,";
"
249.70153045654297,+3.38541700E+00,+1.597253E-03,279.2,269.83,279.19,";
"
250.3345046043396,+3.38541700E+00,+1.597260E-03,279.2,269.83,279.19,";
"
250.97451853752136,+3.38542000E+00,+1.597250E-03,279.2,269.83,279.19,";
"
251.61537408828735,+3.38541700E+00,+1.597248E-03,279.2,269.83,279.18,";
"
252.25662350654602,+3.38541100E+00,+1.597247E-03,279.19,269.83,279.18,";
"
252.90152668952942,+3.38540600E+00,+1.597245E-03,279.19,269.83,279.18,";
"
253.53462862968445,+3.38540600E+00,+1.597255E-03,279.19,269.83,279.18,";
"
254.17556881904602,+3.38539700E+00,+1.597243E-03,279.19,269.83,279.18,";
"
254.8164324760437,+3.38539400E+00,+1.597241E-03,279.19,269.83,279.18,";
"
255.45575952529907,+3.38539700E+00,+1.597240E-03,279.19,269.83,279.18,";
"
256.1048574447632,+3.38539700E+00,+1.597239E-03,279.19,269.82,279.18,";
"
256.73957324028015,+3.38538800E+00,+1.597246E-03,279.19,269.82,279.18,";
"
257.37692499160767,+3.38538500E+00,+1.597236E-03,279.19,269.82,279.17,";
"
258.0169007778168,+3.38538200E+00,+1.597234E-03,279.18,269.82,279.17,";
"
258.6564781665802,+3.38538200E+00,+1.597232E-03,279.18,269.82,279.17,";
"
259.30144596099854,+3.38536800E+00,+1.597232E-03,279.18,269.82,279.17,";
"
259.93665528297424,+3.38537100E+00,+1.597240E-03,279.18,269.82,279.17,";
"
260.57783818244934,+3.38537100E+00,+1.597229E-03,279.18,269.82,279.17,";
"
261.21928358078003,+3.38536500E+00,+1.597226E-03,279.18,269.82,279.17,";
"
261.85757780075073,+3.38536500E+00,+1.597226E-03,279.18,269.82,279.17,";
"
262.50171279907227,+3.38536200E+00,+1.597226E-03,279.18,269.82,279.17,";
"
263.1177053451538,+3.38536200E+00,+1.597224E-03,279.18,269.81,279.17,";
"
263.7377347946167,+3.38535600E+00,+1.597223E-03,279.18,269.81,279.16,";
"
264.35754013061523,+3.38535300E+00,+1.597221E-03,279.17,269.81,279.16,";
"
265.0013813972473,+3.38535000E+00,+1.597218E-03,279.17,269.81,279.16,";
"
265.63806772232056,+3.38534700E+00,+1.597218E-03,279.17,269.81,279.16,";
"
266.25845670700073,+3.38534400E+00,+1.597206E-03,279.17,269.81,279.16,";
"
266.8874366283417,+3.38534200E+00,+1.597215E-03,279.17,269.81,279.16,";
"
267.50247859954834,+3.38533300E+00,+1.597213E-03,279.17,269.81,279.16,";
"
268.1186671257019,+3.38533600E+00,+1.597211E-03,279.17,269.81,279.16,";
"
268.73979139328003,+3.38533000E+00,+1.597210E-03,279.17,269.81,279.16,";
"
269.35955905914307,+3.38533000E+00,+1.597208E-03,279.17,269.81,279.15,";
"
270.0024461746216,+3.38532400E+00,+1.597208E-03,279.17,269.8,279.15,";
"
270.6199152469635,+3.38531800E+00,+1.597207E-03,279.16,269.8,279.15,";
"
271.2398362159729,+3.38531500E+00,+1.597204E-03,279.16,269.8,279.15,";
"
271.86029720306396,+3.38532100E+00,+1.597193E-03,279.16,269.8,279.15,";
"
272.49105739593506,+3.38530700E+00,+1.597202E-03,279.16,269.8,279.15,";
"
273.120566368103,+3.38531200E+00,+1.597201E-03,279.16,269.8,279.15,";
"
273.7409405708313,+3.38530700E+00,+1.597201E-03,279.16,269.8,279.15,";
"
274.3609092235565,+3.38530400E+00,+1.597210E-03,279.16,269.8,279.15,";
"
274.9931139945984,+3.38530100E+00,+1.597198E-03,279.16,269.8,279.15,";
"
275.62132573127747,+3.38530400E+00,+1.597195E-03,279.16,269.8,279.14,";
"
276.24250197410583,+3.38529500E+00,+1.597194E-03,279.16,269.79,279.14,";
"
276.8616235256195,+3.38529800E+00,+1.597184E-03,279.15,269.79,279.14,";
"
277.4892683029175,+3.38529500E+00,+1.597192E-03,279.15,269.79,279.14,";
"
278.1224834918976,+3.38529200E+00,+1.597192E-03,279.15,269.79,279.14,";
"
278.7428677082062,+3.38528600E+00,+1.597190E-03,279.15,269.79,279.14,";
"
279.36319231987,+3.38528300E+00,+1.597198E-03,279.15,269.79,279.14,";
"
279.9928390979767,+3.38527800E+00,+1.597188E-03,279.15,269.79,279.14,";
"
280.6235942840576,+3.38527500E+00,+1.597185E-03,279.15,269.79,279.14,";
"
281.2434678077698,+3.38527500E+00,+1.597184E-03,279.15,269.79,279.14,";
"
281.86426615715027,+3.38527500E+00,+1.597172E-03,279.15,269.79,279.13,";
"
282.49350690841675,+3.38526600E+00,+1.597181E-03,279.15,269.79,279.13,";
"
283.1246109008789,+3.38526300E+00,+1.597180E-03,279.14,269.78,279.13,";
"
283.744961977005,+3.38526300E+00,+1.597179E-03,279.14,269.78,279.13,";
"
284.3642339706421,+3.38526300E+00,+1.597187E-03,279.14,269.78,279.13,";
"
284.9938807487488,+3.38525700E+00,+1.597176E-03,279.14,269.78,279.13,";
"
285.62524366378784,+3.38525700E+00,+1.597175E-03,279.14,269.78,279.13,";
"
286.2503819465637,+3.38525700E+00,+1.597163E-03,279.14,269.78,279.13,";
"
286.8937063217163,+3.38524900E+00,+1.597171E-03,279.14,269.78,279.13,";
"
287.5266547203064,+3.38525100E+00,+1.597169E-03,279.14,269.78,279.12,";
"
288.14794754981995,+3.38523700E+00,+1.597178E-03,279.14,269.78,279.12,";
"
288.7974524497986,+3.38524300E+00,+1.597168E-03,279.13,269.78,279.12,";
"
289.43880796432495,+3.38523700E+00,+1.597166E-03,279.13,269.77,279.12,";
"
290.0689992904663,+3.38523400E+00,+1.597165E-03,279.13,269.77,279.12,";
"
290.70960092544556,+3.38523100E+00,+1.597164E-03,279.13,269.77,279.12,";
"
291.3490333557129,+3.38522200E+00,+1.597170E-03,279.13,269.77,279.12,";
"
291.9994180202484,+3.38522500E+00,+1.597159E-03,279.13,269.77,279.12,";
"
292.6300673484802,+3.38521400E+00,+1.597158E-03,279.13,269.77,279.12,";
"
293.26958990097046,+3.38521900E+00,+1.597156E-03,279.13,269.77,279.11,";
"
293.9492356777191,+3.38521900E+00,+1.597167E-03,279.13,269.77,279.11,";
"
294.6107540130615,+3.38520800E+00,+1.597155E-03,279.12,269.77,279.11,";
"
295.232497215271,+3.38521100E+00,+1.597153E-03,279.12,269.77,279.11,";
"
295.86923336982727,+3.38520800E+00,+1.597152E-03,279.12,269.76,279.11,";
"
296.51082825660706,+3.38520500E+00,+1.597150E-03,279.12,269.76,279.11,";
"
297.1524353027344,+3.38520200E+00,+1.597159E-03,279.12,269.76,279.11,";
"
297.80135464668274,+3.38520500E+00,+1.597148E-03,279.12,269.76,279.11,";
"
298.43146109580994,+3.38519600E+00,+1.597145E-03,279.12,269.76,279.11,";
"
299.07239842414856,+3.38519600E+00,+1.597145E-03,279.12,269.76,279.11,";
"
299.7127079963684,+3.38519300E+00,+1.597143E-03,279.12,269.76,279.1,";
"
300.35311102867126,+3.38518700E+00,+1.597141E-03,279.11,269.76,279.1,";
"
300.97294664382935,+3.38518500E+00,+1.597141E-03,279.11,269.76,279.1,";
"
301.6190984249115,+3.38518200E+00,+1.597139E-03,279.11,269.76,279.1,";
"
302.25302386283875,+3.38518200E+00,+1.597129E-03,279.11,269.76,279.1,";
"
302.9015758037567,+3.38517300E+00,+1.597136E-03,279.11,269.76,279.1,";
"
303.5346794128418,+3.38517000E+00,+1.597133E-03,279.11,269.75,279.1,";
"
304.26734614372253,+3.38516700E+00,+1.597132E-03,279.11,269.75,279.1,";
"
304.9142653942108,+3.38516700E+00,+1.597131E-03,279.11,269.75,279.1,";
"
305.56341791152954,+3.38516100E+00,+1.597129E-03,279.11,269.75,279.09,";
"
306.27503991127014,+3.38515800E+00,+1.597128E-03,279.1,269.75,279.09,";
"
306.9139840602875,+3.38515800E+00,+1.597124E-03,279.1,269.75,279.09,";
"
