time [s],voltage [V1,current [...],temperature_A [K],temperature_B [K],setpoint [K]
774.8984224796295,+1.43014500E-0,+47.3468E-06,213.72,222.1,213.71
775.4775376319885,+1.42969200E-0,+47.3267E-06,213.72,222.1,213.71
776.0640604496002,+1.42923500E-0,+47.3165E-06,213.72,222.1,213.71
776.6370320320129,+1.42878700E-0,+47.3015E-06,213.72,222.1,213.7
777.2164258956909,+1.42834200E-0,+47.2875E-06,213.72,222.1,213.7
777.7759592533112,+1.42789400E-0,+47.2723E-06,213.71,222.1,213.7
778.3353559970856,+1.42743400E-0,+47.2575E-06,213.71,222.1,213.7
778.9154641628265,+1.42698000E-0,+47.2424E-06,213.71,222.09,213.7
779.4952960014343,+1.42654400E-0,+47.2223E-06,213.71,222.09,213.7
780.0738744735718,+1.42608400E-0,+47.2126E-06,213.71,222.09,213.7
780.6620306968689,+1.42563000E-0,+47.1974E-06,213.71,222.09,213.7
781.2335357666016,+1.42520000E-0,+47.1825E-06,213.71,222.09,213.7
781.8124384880066,+1.42472900E-0,+47.1679E-06,213.71,222.09,213.7
782.3924901485443,+1.42428100E-0,+47.1581E-06,213.71,222.09,213.69
782.9737811088562,+1.42383000E-0,+47.1378E-06,213.7,222.09,213.69
783.5518844127655,+1.42338200E-0,+47.1233E-06,213.7,222.09,213.69
784.13050532341,+1.42293100E-0,+47.1086E-06,213.7,222.08,213.69
784.6905372142792,+1.42249400E-0,+47.0945E-06,213.7,222.08,213.69
785.2493467330933,+1.42205500E-0,+47.0796E-06,213.7,222.08,213.69
785.8292009830475,+1.42163000E-0,+47.0654E-06,213.7,222.08,213.69
786.3885006904602,+1.42118200E-0,+47.0510E-06,213.7,222.08,213.69
786.9484341144562,+1.42074600E-0,+47.0368E-06,213.7,222.08,213.69
787.5084307193756,+1.42032400E-0,+47.0180E-06,213.7,222.08,213.69
788.072760105133,+1.41989100E-0,+47.0078E-06,213.7,222.08,213.69
788.647355556488,+1.41946000E-0,+46.9936E-06,213.69,222.08,213.68
789.2080762386322,+1.41902700E-0,+46.9842E-06,213.69,222.07,213.68
789.773309469223,+1.41858700E-0,+46.9649E-06,213.69,222.07,213.68
790.346994638443,+1.41815700E-0,+46.9506E-06,213.69,222.07,213.68
790.9052557945251,+1.41773200E-0,+46.9318E-06,213.69,222.07,213.68
791.4720463752747,+1.41728400E-0,+46.9221E-06,213.69,222.07,213.68
792.0451028347015,+1.41686500E-0,+46.9076E-06,213.69,222.07,213.68
792.6043539047241,+1.41643500E-0,+46.8985E-06,213.69,222.07,213.68
793.1733412742615,+1.41599200E-0,+46.8793E-06,213.69,222.07,213.68
793.7445437908173,+1.41555900E-0,+46.8649E-06,213.68,222.07,213.68
794.3045995235443,+1.41513400E-0,+46.8461E-06,213.68,222.07,213.68
794.8722531795502,+1.41469500E-0,+46.8364E-06,213.68,222.06,213.67
795.444002866745,+1.41427300E-0,+46.8222E-06,213.68,222.06,213.67
796.0035929679871,+1.41383700E-0,+46.8119E-06,213.68,222.06,213.67
796.5718905925751,+1.41339800E-0,+46.7935E-06,213.68,222.06,213.67
797.1423418521881,+1.41295800E-0,+46.7794E-06,213.68,222.06,213.67
797.7020890712738,+1.41255100E-0,+46.7653E-06,213.68,222.06,213.67
798.2710311412811,+1.41210900E-0,+46.7507E-06,213.68,222.06,213.67
798.8413574695587,+1.41170400E-0,+46.7368E-06,213.68,222.06,213.67
799.4004898071289,+1.41125900E-0,+46.7226E-06,213.68,222.06,213.67
799.9715983867645,+1.41080600E-0,+46.7079E-06,213.67,222.05,213.67
800.5403547286987,+1.41036000E-0,+46.6941E-06,213.67,222.05,213.66
801.1002104282379,+1.40995900E-0,+46.6800E-06,213.67,222.05,213.66
801.6674406528473,+1.40953400E-0,+46.6660E-06,213.67,222.05,213.66
802.2185869216919,+1.40910700E-0,+46.6566E-06,213.67,222.05,213.66
802.7789001464844,+1.40868200E-0,+46.6380E-06,213.67,222.05,213.66
803.3386011123657,+1.40823700E-0,+46.6236E-06,213.67,222.04,213.66
803.8983736038208,+1.40781800E-0,+46.6030E-06,213.67,222.04,213.66
804.4773533344269,+1.40737300E-0,+46.5933E-06,213.67,222.04,213.66
805.0646150112152,+1.40695400E-0,+46.5784E-06,213.67,222.04,213.66
805.636093378067,+1.40651500E-0,+46.5639E-06,213.66,222.04,213.66
806.2163670063019,+1.40606400E-0,+46.5497E-06,213.66,222.04,213.66
806.7956881523132,+1.40562100E-0,+46.5396E-06,213.66,222.04,213.65
807.3763825893402,+1.40517100E-0,+46.5204E-06,213.66,222.04,213.65
807.9653170108795,+1.40472000E-0,+46.5059E-06,213.66,222.03,213.65
808.5349247455597,+1.40428900E-0,+46.4914E-06,213.66,222.03,213.65
809.1146252155304,+1.40385000E-0,+46.4766E-06,213.66,222.03,213.65
809.6950497627258,+1.40341100E-0,+46.4571E-06,213.66,222.03,213.65
810.2746424674988,+1.40296800E-0,+46.4474E-06,213.66,222.03,213.65
810.8635976314545,+1.40253800E-0,+46.4325E-06,213.66,222.02,213.65
811.4345970153809,+1.40208700E-0,+46.4183E-06,213.66,222.02,213.65
812.0142457485199,+1.40164800E-0,+46.4035E-06,213.65,222.02,213.65
812.592766046524,+1.40120800E-0,+46.3939E-06,213.65,222.02,213.64
813.1744492053986,+1.40076600E-0,+46.3743E-06,213.65,222.02,213.64
813.7529511451721,+1.40032400E-0,+46.3598E-06,213.65,222.02,213.64
814.332462310791,+1.39987900E-0,+46.3458E-06,213.65,222.02,213.64
814.9114139080048,+1.39945400E-0,+46.3310E-06,213.65,222.01,213.64
815.4920082092285,+1.39901800E-0,+46.3117E-06,213.65,222.01,213.64
816.0737614631653,+1.39857000E-0,+46.3019E-06,213.65,222.01,213.64
816.6508142948151,+1.39813900E-0,+46.2875E-06,213.65,222.01,213.64
817.2303547859192,+1.39770600E-0,+46.2729E-06,213.65,222.01,213.64
817.8105397224426,+1.39726400E-0,+46.2604E-06,213.65,222.01,213.64
818.3903784751892,+1.39683600E-0,+46.2445E-06,213.64,222.01,213.64
818.9503514766693,+1.39641100E-0,+46.2305E-06,213.64,222.01,213.63
819.5104849338531,+1.39597500E-0,+46.2116E-06,213.64,222.0,213.63
820.0893812179565,+1.39555600E-0,+46.2024E-06,213.64,222.0,213.63
820.6498820781708,+1.39515200E-0,+46.1884E-06,213.64,222.0,213.63
821.2095150947571,+1.39472700E-0,+46.1748E-06,213.64,222.0,213.63
821.7744109630585,+1.39426400E-0,+46.1644E-06,213.64,222.0,213.63
822.3886294364929,+1.39384800E-0,+46.1459E-06,213.64,222.0,213.63
822.9482271671295,+1.39342100E-0,+46.1321E-06,213.64,222.0,213.63
823.5085029602051,+1.39301900E-0,+46.1184E-06,213.64,221.99,213.63
824.0745067596436,+1.39257400E-0,+46.1040E-06,213.64,221.99,213.63
824.6488089561462,+1.39218100E-0,+46.0902E-06,213.64,221.99,213.62
825.2082891464233,+1.39175100E-0,+46.0765E-06,213.63,221.99,213.62
825.775276184082,+1.39133500E-0,+46.0629E-06,213.63,221.99,213.62
826.3277621269226,+1.39092700E-0,+46.0440E-06,213.63,221.99,213.62
826.8874728679657,+1.39050900E-0,+46.0354E-06,213.63,221.98,213.62
827.4473657608032,+1.39009800E-0,+46.0213E-06,213.63,221.98,213.62
828.0080845355988,+1.38967900E-0,+46.0079E-06,213.63,221.98,213.62
828.5743844509125,+1.38924600E-0,+45.9934E-06,213.63,221.98,213.62
829.147590637207,+1.38881800E-0,+45.9800E-06,213.63,221.98,213.62
829.7066779136658,+1.38842000E-0,+45.9662E-06,213.63,221.98,213.62
830.2746715545654,+1.38798100E-0,+45.9519E-06,213.63,221.98,213.62
830.8463699817657,+1.38757300E-0,+45.9381E-06,213.63,221.97,213.61
831.4064092636108,+1.38714900E-0,+45.9240E-06,213.63,221.97,213.61
831.9763734340668,+1.38672400E-0,+45.9099E-06,213.62,221.97,213.61
832.5447652339935,+1.38629000E-0,+45.8961E-06,213.62,221.97,213.61
833.1053094863892,+1.38588300E-0,+45.8821E-06,213.62,221.97,213.61
833.674069404602,+1.38544100E-0,+45.8683E-06,213.62,221.97,213.61
834.2447009086609,+1.38504500E-0,+45.8541E-06,213.62,221.97,213.61
834.8046419620514,+1.38460600E-0,+45.8404E-06,213.62,221.97,213.61
835.3736886978149,+1.38418100E-0,+45.8262E-06,213.62,221.97,213.61
835.9439945220947,+1.38376500E-0,+45.8121E-06,213.62,221.97,213.61
836.5039935112,+1.38334600E-0,+45.7984E-06,213.62,221.97,213.6
837.0706396102905,+1.38292200E-0,+45.7843E-06,213.62,221.97,213.6
837.6437556743622,+1.38252300E-0,+45.7708E-06,213.61,221.97,213.6
838.2030584812164,+1.38209200E-0,+45.7570E-06,213.61,221.97,213.6
838.7717130184174,+1.38167400E-0,+45.7429E-06,213.61,221.96,213.6
839.3430788516998,+1.38124900E-0,+45.7292E-06,213.61,221.96,213.6
839.902414560318,+1.38084200E-0,+45.7159E-06,213.61,221.96,213.6
840.4702756404877,+1.38041400E-0,+45.7016E-06,213.61,221.96,213.6
841.0416173934937,+1.38001500E-0,+45.6887E-06,213.61,221.96,213.6
841.6013586521149,+1.37958200E-0,+45.6746E-06,213.61,221.96,213.6
842.1702768802643,+1.37916900E-0,+45.6608E-06,213.61,221.96,213.6
842.7203583717346,+1.37877000E-0,+45.6463E-06,213.61,221.96,213.59
843.2797293663025,+1.37836300E-0,+45.6337E-06,213.6,221.96,213.59
843.8394265174866,+1.37795600E-0,+45.6250E-06,213.6,221.95,213.59
844.3995974063873,+1.37753700E-0,+45.6064E-06,213.6,221.95,213.59
844.967033624649,+1.37711200E-0,+45.5929E-06,213.6,221.95,213.59
845.5187418460846,+1.37671300E-0,+45.5792E-06,213.6,221.95,213.59
846.0789864063263,+1.37630600E-0,+45.5657E-06,213.6,221.95,213.59
846.6380536556244,+1.37589000E-0,+45.5567E-06,213.6,221.95,213.59
847.1977384090424,+1.37548000E-0,+45.5381E-06,213.6,221.95,213.59
847.7666447162628,+1.37504100E-0,+45.5241E-06,213.6,221.95,213.59
848.3173182010651,+1.37463900E-0,+45.5044E-06,213.59,221.94,213.59
848.89643907547,+1.37421200E-0,+45.4948E-06,213.59,221.94,213.58
849.4764361381531,+1.37379000E-0,+45.4807E-06,213.59,221.94,213.58
850.0650420188904,+1.37337100E-0,+45.4664E-06,213.59,221.94,213.58
850.6351447105408,+1.37292900E-0,+45.4530E-06,213.59,221.94,213.58
851.2145843505859,+1.37251300E-0,+45.4438E-06,213.59,221.94,213.58
851.793936252594,+1.37164600E-0,+45.4150E-06,213.59,221.94,213.58
852.9939501285553,+1.37090100E-0,+45.3852E-06,213.58,221.93,213.58
854.0140690803528,+1.37018200E-0,+45.3615E-06,213.58,221.93,213.58
855.0337896347046,+1.36944600E-0,+45.3375E-06,213.58,221.93,213.57
856.0533485412598,+1.36902500E-0,+45.3235E-06,213.58,221.93,213.57
856.6123719215393,+1.36859100E-0,+45.3142E-06,213.58,221.93,213.57
857.1931915283203,+1.36817200E-0,+45.2955E-06,213.58,221.93,213.57
857.7758119106293,+1.36775600E-0,+45.2816E-06,213.58,221.93,213.57
858.3529105186462,+1.36733400E-0,+45.2677E-06,213.58,221.93,213.57
858.9317648410797,+1.36692100E-0,+45.2537E-06,213.58,221.92,213.57
859.5113761425018,+1.36649400E-0,+45.2350E-06,213.57,221.92,213.57
860.0911226272583,+1.36606600E-0,+45.2260E-06,213.57,221.92,213.57
860.6747901439667,+1.36500400E-0,+45.1904E-06,213.57,221.92,213.56
862.1753613948822,+1.36424500E-0,+45.1701E-06,213.57,221.92,213.56
863.1895027160645,+1.36352300E-0,+45.1435E-06,213.57,221.92,213.56
864.2088737487793,+1.36311000E-0,+45.1281E-06,213.57,221.91,213.56
864.776008605957,+1.36268300E-0,+45.1144E-06,213.57,221.91,213.56
865.3488783836365,+1.36228400E-0,+45.0964E-06,213.56,221.91,213.56
865.9088220596313,+1.36188300E-0,+45.0878E-06,213.56,221.91,213.56
866.4754915237427,+1.36147500E-0,+45.0738E-06,213.56,221.91,213.56
867.0476887226105,+1.36106500E-0,+45.0656E-06,213.56,221.91,213.55
867.6081111431122,+1.36066700E-0,+45.0474E-06,213.56,221.91,213.55
868.1762883663177,+1.36023600E-0,+45.0333E-06,213.56,221.9,213.55
868.7473652362823,+1.35984100E-0,+45.0151E-06,213.56,221.9,213.55
869.3063199520111,+1.35944500E-0,+45.0067E-06,213.56,221.9,213.55
869.8758752346039,+1.35903500E-0,+44.9933E-06,213.56,221.9,213.55
870.4459366798401,+1.35862200E-0,+44.9849E-06,213.56,221.9,213.55
871.0063846111298,+1.35821400E-0,+44.9663E-06,213.56,221.9,213.55
871.5773723125458,+1.35779500E-0,+44.9524E-06,213.56,221.9,213.55
872.145378112793,+1.35739100E-0,+44.9344E-06,213.55,221.89,213.55
872.7049472332001,+1.35699200E-0,+44.9257E-06,213.55,221.89,213.54
873.2762608528137,+1.35657900E-0,+44.9122E-06,213.55,221.89,213.54
873.8443732261658,+1.35616600E-0,+44.9033E-06,213.55,221.89,213.54
874.4048593044281,+1.35576200E-0,+44.8851E-06,213.55,221.89,213.54
874.9750952720642,+1.35534300E-0,+44.8713E-06,213.55,221.89,213.54
875.544252872467,+1.35494200E-0,+44.8538E-06,213.55,221.89,213.54
876.1033728122711,+1.35454300E-0,+44.8448E-06,213.55,221.88,213.54
876.6712682247162,+1.35413000E-0,+44.8310E-06,213.55,221.88,213.54
877.2433140277863,+1.35372000E-0,+44.8224E-06,213.55,221.88,213.54
877.803263425827,+1.35332700E-0,+44.8041E-06,213.55,221.88,213.54
878.373562335968,+1.35289400E-0,+44.7907E-06,213.55,221.88,213.54
878.942389011383,+1.35250100E-0,+44.7724E-06,213.54,221.88,213.53
879.5035581588745,+1.35210200E-0,+44.7643E-06,213.54,221.88,213.53
880.0709261894226,+1.35169800E-0,+44.7503E-06,213.54,221.88,213.53
880.6430749893188,+1.35128800E-0,+44.7424E-06,213.54,221.88,213.53
881.2018716335297,+1.35088300E-0,+44.7237E-06,213.54,221.87,213.53
881.7721757888794,+1.35045900E-0,+44.7097E-06,213.54,221.87,213.53
882.341689825058,+1.35006300E-0,+44.6917E-06,213.54,221.87,213.53
882.9021596908569,+1.34965900E-0,+44.6832E-06,213.54,221.87,213.53
883.4698424339294,+1.34924800E-0,+44.6692E-06,213.54,221.87,213.53
884.042471408844,+1.34883800E-0,+44.6609E-06,213.54,221.87,213.53
884.6013789176941,+1.34842500E-0,+44.6423E-06,213.54,221.87,213.52
885.1703014373779,+1.34800900E-0,+44.6285E-06,213.53,221.87,213.52
885.740864276886,+1.34761300E-0,+44.6142E-06,213.53,221.87,213.52
886.3213562965393,+1.34719200E-0,+44.6016E-06,213.53,221.87,213.52
886.8814489841461,+1.34680500E-0,+44.5882E-06,213.53,221.86,213.52
887.4413845539093,+1.34639500E-0,+44.5800E-06,213.53,221.86,213.52
888.0015189647675,+1.34599300E-0,+44.5617E-06,213.53,221.86,213.52
888.5702154636383,+1.34557400E-0,+44.5480E-06,213.53,221.86,213.52
889.1405906677246,+1.34518100E-0,+44.5307E-06,213.53,221.86,213.52
889.7009575366974,+1.34478300E-0,+44.5218E-06,213.53,221.86,213.52
890.2696423530579,+1.34437900E-0,+44.5084E-06,213.53,221.86,213.52
890.8413736820221,+1.34397400E-0,+44.4942E-06,213.52,221.86,213.51
891.4216208457947,+1.34355500E-0,+44.4813E-06,213.52,221.86,213.51
891.9803547859192,+1.34314500E-0,+44.4680E-06,213.52,221.86,213.51
892.5405879020691,+1.34276100E-0,+44.4518E-06,213.52,221.85,213.51
893.1005747318268,+1.34236000E-0,+44.4417E-06,213.52,221.85,213.51
893.6696238517761,+1.34196700E-0,+44.4282E-06,213.52,221.85,213.51
894.2398521900177,+1.34154500E-0,+44.4151E-06,213.52,221.85,213.51
894.8003530502319,+1.34114100E-0,+44.4017E-06,213.52,221.85,213.51
895.3686504364014,+1.34074200E-0,+44.3833E-06,213.52,221.85,213.51
895.9201147556305,+1.34035500E-0,+44.3755E-06,213.51,221.85,213.51
896.4803760051727,+1.33997100E-0,+44.3621E-06,213.51,221.84,213.51
897.0403563976288,+1.33955200E-0,+44.3491E-06,213.51,221.84,213.5
897.5987520217896,+1.33915100E-0,+44.3358E-06,213.51,221.84,213.5
898.1684885025024,+1.33876100E-0,+44.3178E-06,213.51,221.84,213.5
898.7191474437714,+1.33836200E-0,+44.3095E-06,213.51,221.84,213.5
899.2802877426147,+1.33798400E-0,+44.2963E-06,213.51,221.84,213.5
899.8393042087555,+1.33757400E-0,+44.2831E-06,213.51,221.84,213.5
900.3995382785797,+1.33715800E-0,+44.2697E-06,213.51,221.83,213.5
900.9684443473816,+1.33676500E-0,+44.2517E-06,213.51,221.83,213.5
901.5196099281311,+1.33636700E-0,+44.2435E-06,213.5,221.83,213.5
902.0794775485992,+1.33599200E-0,+44.2302E-06,213.5,221.83,213.5
902.6381676197052,+1.33558400E-0,+44.2173E-06,213.5,221.83,213.49
903.199015378952,+1.33517100E-0,+44.2045E-06,213.5,221.83,213.49
903.7682042121887,+1.33479000E-0,+44.1864E-06,213.5,221.83,213.49
904.3184173107147,+1.33439400E-0,+44.1782E-06,213.5,221.82,213.49
904.8784840106964,+1.33401000E-0,+44.1648E-06,213.5,221.82,213.49
905.4380233287811,+1.33360600E-0,+44.1518E-06,213.5,221.82,213.49
905.9978442192078,+1.33319600E-0,+44.1386E-06,213.5,221.82,213.49
906.5682022571564,+1.33281200E-0,+44.1207E-06,213.5,221.82,213.49
907.1181590557098,+1.33241900E-0,+44.1108E-06,213.5,221.82,213.49
907.696989774704,+1.33200900E-0,+44.0991E-06,213.5,221.82,213.49
908.2663631439209,+1.33160700E-0,+44.0906E-06,213.49,221.82,213.49
908.8170173168182,+1.33121500E-0,+44.0729E-06,213.49,221.81,213.48
909.377370595932,+1.33081000E-0,+44.0598E-06,213.49,221.81,213.48
909.9363670349121,+1.33042600E-0,+44.0470E-06,213.49,221.81,213.48
910.4961314201355,+1.33003900E-0,+44.0322E-06,213.49,221.81,213.48
911.0757236480713,+1.32963500E-0,+44.0188E-06,213.49,221.81,213.48
911.6553528308868,+1.32922500E-0,+44.0053E-06,213.49,221.81,213.48
912.235194683075,+1.32881500E-0,+43.9969E-06,213.49,221.81,213.48
912.8157689571381,+1.32841600E-0,+43.9782E-06,213.49,221.81,213.48
913.39532995224,+1.32800000E-0,+43.9650E-06,213.49,221.8,213.48
913.9765195846558,+1.32759000E-0,+43.9517E-06,213.49,221.8,213.48
914.5551970005035,+1.32718600E-0,+43.9382E-06,213.49,221.8,213.47
915.1349778175354,+1.32678700E-0,+43.9201E-06,213.49,221.8,213.47
915.7147927284241,+1.32637400E-0,+43.9113E-06,213.49,221.8,213.47
916.2943215370178,+1.32598100E-0,+43.8979E-06,213.48,221.8,213.47
916.8765890598297,+1.32557700E-0,+43.8845E-06,213.48,221.8,213.47
917.454950094223,+1.32516100E-0,+43.8717E-06,213.48,221.79,213.47
918.0345697402954,+1.32475900E-0,+43.8623E-06,213.48,221.79,213.47
918.6139407157898,+1.32435500E-0,+43.8448E-06,213.48,221.79,213.47
919.1764144897461,+1.32395900E-0,+43.8316E-06,213.48,221.79,213.47
919.7540056705475,+1.32354000E-0,+43.8175E-06,213.48,221.79,213.47
920.3540029525757,+1.32315400E-0,+43.8039E-06,213.48,221.79,213.47
920.9344983100891,+1.32274600E-0,+43.7869E-06,213.48,221.79,213.46
921.5144217014313,+1.32235400E-0,+43.7781E-06,213.48,221.78,213.46
922.0927946567535,+1.32196400E-0,+43.7650E-06,213.47,221.78,213.46
922.6756451129913,+1.32155900E-0,+43.7519E-06,213.47,221.78,213.46
923.2537696361542,+1.32115200E-0,+43.7406E-06,213.47,221.78,213.46
923.833493232727,+1.32074500E-0,+43.7271E-06,213.47,221.78,213.46
924.4130947589874,+1.32035200E-0,+43.7122E-06,213.47,221.78,213.46
924.9937121868134,+1.31994800E-0,+43.6987E-06,213.47,221.78,213.46
925.5771217346191,+1.31954300E-0,+43.6858E-06,213.47,221.78,213.46
926.1521821022034,+1.31914800E-0,+43.6677E-06,213.47,221.78,213.46
926.7327761650085,+1.31875200E-0,+43.6591E-06,213.47,221.78,213.45
927.3126888275146,+1.31835300E-0,+43.6459E-06,213.47,221.77,213.45
927.8921098709106,+1.31796900E-0,+43.6328E-06,213.46,221.77,213.45
928.476334810257,+1.31757100E-0,+43.6201E-06,213.46,221.77,213.45
929.0519969463348,+1.31716900E-0,+43.6117E-06,213.46,221.77,213.45
929.6326279640198,+1.31677700E-0,+43.5936E-06,213.46,221.77,213.45
930.2113282680511,+1.31638400E-0,+43.5806E-06,213.46,221.77,213.45
930.7922098636627,+1.31597700E-0,+43.5678E-06,213.46,221.77,213.45
931.3765096664429,+1.31558100E-0,+43.5547E-06,213.46,221.77,213.45
931.951637506485,+1.31519400E-0,+43.5368E-06,213.46,221.76,213.45
932.531661272049,+1.31480400E-0,+43.5285E-06,213.46,221.76,213.44
933.112547159195,+1.31441500E-0,+43.5156E-06,213.46,221.76,213.44
933.6915543079376,+1.31403300E-0,+43.5025E-06,213.45,221.76,213.44
934.2759611606598,+1.31364100E-0,+43.4895E-06,213.45,221.76,213.44
934.8515465259552,+1.31323000E-0,+43.4815E-06,213.45,221.76,213.44
935.4318211078644,+1.31242800E-0,+43.4547E-06,213.45,221.76,213.44
936.6307194232941,+1.31174400E-0,+43.4270E-06,213.45,221.75,213.44
937.6503145694733,+1.31104900E-0,+43.4042E-06,213.45,221.75,213.44
938.6764073371887,+1.31065000E-0,+43.3961E-06,213.45,221.75,213.43
939.2304165363312,+1.31025400E-0,+43.3778E-06,213.44,221.75,213.43
939.810295343399,+1.30984700E-0,+43.3645E-06,213.44,221.75,213.43
940.3908231258392,+1.30944300E-0,+43.3514E-06,213.44,221.75,213.43
940.9763746261597,+1.30905300E-0,+43.3380E-06,213.44,221.75,213.43
941.5483109951019,+1.30867800E-0,+43.3261E-06,213.44,221.74,213.43
942.1091690063477,+1.30828200E-0,+43.3130E-06,213.44,221.74,213.43
942.6894006729126,+1.30790100E-0,+43.2996E-06,213.44,221.74,213.43
943.2758095264435,+1.30749400E-0,+43.2867E-06,213.44,221.74,213.43
943.8494627475739,+1.30709200E-0,+43.2782E-06,213.44,221.74,213.43
944.4287173748016,+1.30669400E-0,+43.2607E-06,213.43,221.74,213.43
945.0086603164673,+1.30630400E-0,+43.2476E-06,213.43,221.74,213.42
945.5885610580444,+1.30589900E-0,+43.2346E-06,213.43,221.74,213.42
946.1763820648193,+1.30552400E-0,+43.2217E-06,213.43,221.74,213.42
946.7477202415466,+1.30514000E-0,+43.2092E-06,213.43,221.74,213.42
947.3073797225952,+1.30477700E-0,+43.1965E-06,213.43,221.74,213.42
947.8753490447998,+1.30437200E-0,+43.1838E-06,213.43,221.74,213.42
948.4477002620697,+1.30399700E-0,+43.1712E-06,213.43,221.74,213.42
949.0064988136292,+1.30360400E-0,+43.1581E-06,213.43,221.73,213.42
949.5772054195404,+1.30322300E-0,+43.1454E-06,213.42,221.73,213.42
950.1465919017792,+1.30283300E-0,+43.1328E-06,213.42,221.73,213.42
950.7205348014832,+1.30245200E-0,+43.1197E-06,213.42,221.73,213.41
951.2864866256714,+1.30207100E-0,+43.1078E-06,213.42,221.73,213.41
951.8463959693909,+1.30169000E-0,+43.0947E-06,213.42,221.73,213.41
952.4052791595459,+1.30129700E-0,+43.0817E-06,213.42,221.73,213.41
952.9733648300171,+1.30090700E-0,+43.0674E-06,213.42,221.72,213.41
953.5455131530762,+1.30053800E-0,+43.0563E-06,213.42,221.72,213.41
954.1043608188629,+1.30016600E-0,+43.0439E-06,213.42,221.72,213.41
954.6726911067963,+1.29976400E-0,+43.0361E-06,213.41,221.72,213.41
955.2444813251495,+1.29938000E-0,+43.0184E-06,213.41,221.72,213.41
955.8040568828583,+1.29899600E-0,+43.0061E-06,213.41,221.72,213.41
956.3727335929871,+1.29861500E-0,+42.9883E-06,213.41,221.72,213.41
956.9424052238464,+1.29823700E-0,+42.9805E-06,213.41,221.71,213.4
957.5040996074677,+1.29786200E-0,+42.9680E-06,213.41,221.71,213.4
958.0727179050446,+1.29746600E-0,+42.9598E-06,213.41,221.71,213.4
958.6433470249176,+1.29707900E-0,+42.9423E-06,213.41,221.71,213.4
959.2018518447876,+1.29669500E-0,+42.9297E-06,213.41,221.71,213.4
959.7717399597168,+1.29631700E-0,+42.9122E-06,213.41,221.71,213.4
960.3429987430573,+1.29593600E-0,+42.9045E-06,213.41,221.71,213.4
960.9028825759888,+1.29556000E-0,+42.8921E-06,213.41,221.7,213.4
961.4713735580444,+1.29516800E-0,+42.8839E-06,213.4,221.7,213.4
962.0426547527313,+1.29479200E-0,+42.8667E-06,213.4,221.7,213.4
962.6018254756927,+1.29440800E-0,+42.8543E-06,213.4,221.7,213.39
963.1725256443024,+1.29401600E-0,+42.8363E-06,213.4,221.7,213.39
963.74120926857,+1.29364300E-0,+42.8289E-06,213.4,221.7,213.39
964.302196264267,+1.29328000E-0,+42.8164E-06,213.4,221.69,213.39
964.8685357570648,+1.29288400E-0,+42.8084E-06,213.4,221.69,213.39
965.4414584636688,+1.29250000E-0,+42.7911E-06,213.4,221.69,213.39
966.0014016628265,+1.29211600E-0,+42.7783E-06,213.4,221.69,213.39
966.5692327022552,+1.29174700E-0,+42.7610E-06,213.4,221.69,213.39
967.1404283046722,+1.29136300E-0,+42.7534E-06,213.4,221.69,213.39
967.7002925872803,+1.29099600E-0,+42.7407E-06,213.39,221.69,213.39
968.2687270641327,+1.29059700E-0,+42.7327E-06,213.39,221.69,213.39
968.8402659893036,+1.29022200E-0,+42.7153E-06,213.39,221.69,213.38
969.399875164032,+1.28982700E-0,+42.7027E-06,213.39,221.69,213.38
969.9684338569641,+1.28946600E-0,+42.6904E-06,213.39,221.68,213.38
970.5196764469147,+1.28909300E-0,+42.6779E-06,213.39,221.68,213.38
971.0782418251038,+1.28871500E-0,+42.6703E-06,213.39,221.68,213.38
971.639577627182,+1.28834600E-0,+42.6534E-06,213.39,221.68,213.38
972.1980497837067,+1.28797100E-0,+42.6413E-06,213.39,221.68,213.38
972.7696371078491,+1.28759200E-0,+42.6240E-06,213.38,221.68,213.38
973.3388705253601,+1.28722000E-0,+42.6165E-06,213.38,221.68,213.38
973.8984668254852,+1.28686200E-0,+42.6041E-06,213.38,221.68,213.38
974.4675920009613,+1.28646700E-0,+42.5902E-06,213.38,221.68,213.37
975.0580813884735,+1.28608000E-0,+42.5782E-06,213.38,221.68,213.37
975.6184496879578,+1.28570400E-0,+42.5662E-06,213.38,221.68,213.37
976.178430557251,+1.28534700E-0,+42.5492E-06,213.38,221.68,213.37
976.7381565570831,+1.28497700E-0,+42.5419E-06,213.38,221.67,213.37
977.2978579998016,+1.28461300E-0,+42.5299E-06,213.38,221.67,213.37
977.8567314147949,+1.28423200E-0,+42.5174E-06,213.38,221.67,213.37
978.4183623790741,+1.28385100E-0,+42.5053E-06,213.37,221.67,213.37
978.9786775112152,+1.28349000E-0,+42.4888E-06,213.37,221.67,213.37
979.5378248691559,+1.28313300E-0,+42.4812E-06,213.37,221.67,213.37
980.0968990325928,+1.28276600E-0,+42.4697E-06,213.37,221.67,213.37
980.6563856601715,+1.28239100E-0,+42.4563E-06,213.37,221.67,213.36
981.217348575592,+1.28201300E-0,+42.4444E-06,213.37,221.67,213.36
981.7786741256714,+1.28165200E-0,+42.4292E-06,213.37,221.67,213.36
982.336573600769,+1.28128500E-0,+42.4198E-06,213.37,221.67,213.36
982.8966462612152,+1.28093300E-0,+42.4106E-06,213.37,221.66,213.36
983.4573605060577,+1.28055800E-0,+42.3958E-06,213.37,221.66,213.36
984.0165665149689,+1.28017400E-0,+42.3833E-06,213.37,221.66,213.36
